Alignment ID	Average Rt(min)	Average Mz	Metabolite name	Adduct type	Post curation result	Fill %	MS/MS assigned	Reference RT	Reference m/z	Formula	Ontology	INCHIKEY	SMILES	Annotation tag (VS1.0)	RT matched	m/z matched	MS/MS matched	Comment	Manually modified for quantification	Manually modified for annotation	Isotope tracking parent ID	Isotope tracking weight number	Total score	RT similarity	Dot product	Reverse dot product	Fragment presence %	S/N average	Spectrum reference file name	MS1 isotopic spectrum	MS/MS spectrum	pos_1-octl_1	pos_1-octl_2	pos_1-octlW_1	pos_1-octlW_2	pos_butac_1	pos_butac_2	pos_butacW_1	pos_butacW_2	pos_chlor_1	pos_chlor_2	pos_chlorW_1	pos_chlorW_2	pos_chx_1	pos_chx_2	pos_chxW_1	pos_chxW_2	pos_dcm_1	pos_dcm_2	pos_dcmW_1	pos_dcmW_2	pos_DIWB_1	pos_DIWB_2	pos_glyctriol_1	pos_glyctriol_2	pos_glyctriolW_1	pos_glyctriolW_2	pos_hx_1	pos_hx_2	pos_hxW_1	pos_hxW_2	pos_no injection_1	pos_no injection_2	pos_no injection_3	pos_no injection_4	pos_octn_1	pos_octn_2	pos_octnW_1	pos_octnW_2	pos_olalc_1	pos_olalc_2	pos_olalcW_1	pos_olalcW_2	pos_test injection	pos_tol_1	pos_tol_2	pos_tolW_1	pos_tolW_2	pos_undec_1	pos_undec_2	pos_undecW_1	pos_undecW_2	Average	Stdev
927	6.661	180.1749	w/o MS2:Rimantadine (Flumadine)	[M+H]+	ion correlated with 4514; ion correlated with 2658	0.863	False	null	180.175	C12H21N	Monoalkylamines	UBCHPRBFMUDMNC-UHFFFAOYSA-N	NC(C)C12CC3CC(CC(C3)C1)C2	530	True	True	False		False	False	null	null	100	null	null	null	null	137.71	pos_dcm_1	180.1749:72339 181.17825:15769 182.18161:2811		232592	234368	131494	137546	320710	321901	108333	103232	354010	351600	301032	301194	127664	132186	121237	118049	355102	358298	267173	259932	869	2216	109796	108398	79536	81711	164377	159464	115045	111916	273	510	496	560	152062	152355	76438	74529	300004	284422	111215	110101	625	328549	325568	149402	151697	110387	108255	94024	91252	160660.871410893	110661.319415671
928	1.336	180.97795	Unknown	[M+H]+		0.039	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	7.6	pos_1-octl_1	180.97795:5115 181.9813:347 182.98466:216		23377	21460	35246	36549	29839	28647	39930	34033	48780	21398	29754	33389	26608	54072	34181	30605	34844	31350	23791	43837	15821	33322	53224	22822	30249	20682	24076	38163	9873	18833	18328	25262	20617	26965	61004	37627	14867	46341	40111	36400	23007	16529	21423	25231	35480	30773	27648	46405	66576	16644	33200	31356.7431066176	11922.0678202469
929	0.897	180.97858	Unknown	[M+H]+		0.059	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	10.36	pos_DIWB_2	180.97858:8689 181.98193:738 182.98529:0		29618	29609	38915	38136	38471	38405	35798	40151	33575	31982	35443	36943	37593	33959	35851	34999	26868	24033	35339	32671	64567	71399	27707	33104	35118	36428	34289	33597	35648	34121	17263	26862	27097	22525	31845	33941	31487	34540	36945	35053	37930	34573	54723	30101	30101	32264	33614	38525	39917	13834	36046	34774.9638097427	9138.72406086327
930	5.852	181.04303	w/o MS2:Caffeic acid	[M+H]+		0.275	False	null	181.04401	C9H8O4	Hydroxycinnamic acids	QAIPRVGONGVQAS-DUXPYHPUSA-N	O=C(O)C=CC1=CC=C(O)C(O)=C1	530	True	True	False		False	False	null	null	99.5	null	null	null	null	5.95	pos_undecW_2	181.04303:5367 182.04638:781 183.04974:0		2220	2923	12547	18421	4658	3227	16115	15934	7422	5135	21586	18374	16565	19246	19124	20071	5394	10561	19498	20014	2685	2435	4846	3253	20831	19371	19186	18798	18885	19871	10419	6347	3424	4207	19229	20516	21056	19454	3256	2552	25561	24371	3158	7220	8205	20132	21641	23624	24202	27066	26680	13951.3290776271	8154.63806844101
931	13.178	181.04895	w/o MS2:NCGC00381343-01!3-hydroxy-7-methoxy-3H-2-benzofuran-1-one	[M+H]+		0.098	False	null	181.049	C9H8O4	Benzofuranones	URTPDSARMPGSPA-UHFFFAOYSA-N	O=C1OC(O)C=2C=CC=C(OC)C12	530	True	True	False		False	False	null	null	100	null	null	null	null	11.74	pos_DIWB_2	181.04895:9224 182.0523:1349 183.05566:202		47962	43117	50046	48713	56913	54247	48576	48794	48890	46713	62489	54071	43498	48776	45485	61760	48873	63564	55764	53512	57970	56650	60574	57402	57002	50509	56217	43458	43913	46274	43151	57674	52408	49807	47611	61610	49384	63035	46988	46386	43033	62485	34488	43859	43632	45680	56354	49973	55062	49685	46533	51187.6527267157	6616.80037775811
932	19.574	181.049	w/o MS2:NCGC00381343-01!3-hydroxy-7-methoxy-3H-2-benzofuran-1-one	[M+H]+	similar chromatogram in higher mz_2529; similar chromatogram in higher mz_3909; similar chromatogram in higher mz_4100; similar chromatogram in higher mz_4180; similar chromatogram in higher mz_4519; similar chromatogram in higher mz_5039	0.98	False	null	181.049	C9H8O4	Benzofuranones	URTPDSARMPGSPA-UHFFFAOYSA-N	O=C1OC(O)C=2C=CC=C(OC)C12	530	True	True	False		False	False	null	null	100	null	null	null	null	19.25	pos_butacW_2	181.049:13770 182.05235:1911 183.05571:402		132857	117526	127875	127091	119897	57238	133336	136567	138710	137388	139603	119149	130758	130887	127862	134853	144921	135433	125216	129213	128386	133682	136136	134960	124849	119859	130317	125672	131942	134992	115319	117579	116612	117654	121829	126450	122675	135452	147441	127094	130653	128624	96439	132850	128759	132732	140882	141945	122636	132980	145399	128023.076746324	13574.2528968828
933	13.293	181.04909	w/o MS2:NCGC00381343-01!3-hydroxy-7-methoxy-3H-2-benzofuran-1-one	[M+H]+		0.686	False	null	181.049	C9H8O4	Benzofuranones	URTPDSARMPGSPA-UHFFFAOYSA-N	O=C1OC(O)C=2C=CC=C(OC)C12	530	True	True	False		False	False	null	null	100	null	null	null	null	18.15	pos_undec_2	181.04909:14955 182.05244:1707 183.0558:436		90530	97054	81304	87967	93079	83708	92735	95272	97048	106986	109627	102109	90673	79552	106513	101052	95627	88076	101184	95551	88806	82542	82802	80465	99844	97799	95157	88638	96365	100723	85887	90187	91059	74186	86064	102826	92916	100791	84161	80789	94996	77634	66189	86909	93957	96022	101263	91285	92250	86766	93956	91742.8230698529	8745.77229409924
934	3.748	181.08369	w/o MS2:theobromine	[M+H]+	ion correlated with 399	0.157	False	null	181.08299	C7H8N4O2	Xanthines	YAPQBXQYLJRXSA-UHFFFAOYSA-N	O=C1NC(=O)N(C=2N=CN(C12)C)C	530	True	True	False		False	False	null	null	99.8	null	null	null	null	56.75	pos_glyctriol_1	181.08369:60080 182.08704:5643 183.0904:3309		14581	13929	7760	12416	10077	7988	11513	11575	9272	10122	12002	7380	12192	4552	10037	10597	9248	9582	9412	9272	2517	6135	290392	294446	151138	148096	9513	8044	10938	7820	2580	1957	2710	2305	8527	9951	11807	9484	272037	281210	96446	98876	3317	9008	10364	10058	10850	14205	10386	19095	18211	39920.1580547258	78878.5032949047
935	3.499	181.08371	w/o MS2:theobromine	[M+H]+		0.137	False	null	181.08299	C7H8N4O2	Xanthines	YAPQBXQYLJRXSA-UHFFFAOYSA-N	O=C1NC(=O)N(C=2N=CN(C12)C)C	530	True	True	False		False	False	null	null	99.7	null	null	null	null	26.87	pos_olalc_1	181.08371:40636 182.08706:4132 183.09042:4369		2911	4834	4187	5360	9056	7169	4865	3980	6258	6212	2668	2752	3186	6093	7075	4036	7038	6142	7385	4723	2075	3299	37236	72739	41520	21022	8397	5538	7902	4975	3860	2020	2862	3848	6348	6194	8326	3225	187404	178968	86296	82642	2133	3475	4143	4213	5828	8135	10525	9857	2763	18307.8114995021	38618.1178898963
936	3.311	181.08376	w/o MS2:theobromine	[M+H]+	ion correlated with 396	0.078	False	null	181.08299	C7H8N4O2	Xanthines	YAPQBXQYLJRXSA-UHFFFAOYSA-N	O=C1NC(=O)N(C=2N=CN(C12)C)C	530	True	True	False		False	False	null	null	99.7	null	null	null	null	12.1	pos_glyctriol_2	181.08376:13071 182.08711:1629 183.09047:3330		3887	2738	2708	7613	3440	3508	2290	1896	2149	2829	3168	3765	3441	3252	4064	2101	5607	5747	5751	6312	3492	1793	62734	60576	35727	34496	3080	3232	3561	4946	2030	3833	2453	2159	4746	5535	3521	2031	5730	8118	12199	15509	1370	2683	2373	1706	3444	4135	2659	6935	4187	7593.23884851792	12843.8923773778
937	2.966	181.08389	w/o MS2:theobromine	[M+H]+	ion correlated with 107	0.078	False	null	181.08299	C7H8N4O2	Xanthines	YAPQBXQYLJRXSA-UHFFFAOYSA-N	O=C1NC(=O)N(C=2N=CN(C12)C)C	530	True	True	False		False	False	null	null	99.6	null	null	null	null	10.84	pos_glyctriol_1	181.08389:10892 182.08724:894 183.0906:891		10475	15465	7369	12449	10804	11368	5666	6275	10224	11897	6429	10155	9543	8815	7415	6015	13788	11527	11002	6538	3115	3818	63727	61169	45994	38391	13561	19723	7134	7284	2673	1348	2377	1844	5214	7937	4180	7605	46345	37206	26472	17477	2257	11666	10520	10831	12184	11463	4853	12397	9904	13801.7617450789	14168.5110555653
938	2.422	181.08389	w/o MS2:theobromine	[M+H]+		0.137	False	null	181.08299	C7H8N4O2	Xanthines	YAPQBXQYLJRXSA-UHFFFAOYSA-N	O=C1NC(=O)N(C=2N=CN(C12)C)C	530	True	True	False		False	False	null	null	99.6	null	null	null	null	9.28	pos_glyctriol_2	181.08389:11456 182.08724:1519 183.0906:953		17368	16819	14683	17420	18835	20478	16605	15260	9400	22133	14021	15297	5571	7083	7570	7322	22882	26597	18967	19182	6966	7852	62041	65742	41728	42069	15932	18918	14675	16237	2078	1253	1553	752	13569	14861	15907	15211	19938	21687	16475	16375	2957	17944	21069	17629	20165	17462	14572	18143	16169	17478.8622879328	12452.6536064928
939	4.961	181.08409	w/o MS2:NCGC00380340-01_C10H14O4_2H-Oxecin-2-one, 5,8,9,10-tetrahydro-5,8-dihydroxy-10-methyl-, (3Z,6E)-	[M+H]+	ion correlated with 1262	0.039	False	null	181.08501	C10H14O4	Oxocins	MKPZLFSGCUYQEY-IAROGAJJSA-N	O=C1OC(C)CC(O)C=CC(O)C=C1	530	True	True	False		False	False	null	null	99.6	null	null	null	null	4.66	pos_glyctriol_2	181.08409:4513 182.08744:281 183.0908:2223		1731	2434	2103	1617	3242	2648	3850	2637	3574	2790	3288	3744	1700	1734	2507	1948	4083	2113	3761	4199	2948	2612	27465	30730	12804	11991	2494	864	1994	2946	3327	3618	2200	4045	3375	4819	2495	3379	10090	12537	4576	2718	2317	2007	1659	3054	1537	2316	2146	1151	2203	4472.91295788335	5684.40149242502
940	2.644	181.08427	w/o MS2:NCGC00380340-01_C10H14O4_2H-Oxecin-2-one, 5,8,9,10-tetrahydro-5,8-dihydroxy-10-methyl-, (3Z,6E)-	[M+H]+		0.039	False	null	181.08501	C10H14O4	Oxocins	MKPZLFSGCUYQEY-IAROGAJJSA-N	O=C1OC(C)CC(O)C=CC(O)C=C1	530	True	True	False		False	False	null	null	99.7	null	null	null	null	7.38	pos_glyctriol_1	181.08427:6778 182.08762:590 183.09098:1329		13907	12845	9367	10150	11785	11045	9912	10999	12647	5325	5606	10680	8418	8749	6130	9575	15433	13832	11370	12630	3937	3473	42329	39315	24523	24578	9837	13531	9818	7390	1601	2388	884	530	9393	8799	11951	11313	25396	19343	11410	12472	3892	15239	12681	11238	10826	10477	8567	11844	12527	11802.0978489296	7922.4270999892
941	4.362	181.09734	w/o MS2:NCGC00385917-01!5-phenyl-1,3-oxazolidin-2-one	[M+H]+	ion correlated with 1416; ion correlated with 3922; ion correlated with 4448; ion correlated with 4781; ion correlated with 379; ion correlated with 594; ion correlated with 1081; ion correlated with 1166; ion correlated with 1533; ion correlated with 2403; ion correlated with 4057; ion correlated with 867; ion correlated with 2422; ion correlated with 2743; ion correlated with 3877; ion correlated with 1264; ion correlated with 1859; ion correlated with 442; ion correlated with 1737	0.078	False	null	181.097	C9H9NO2	Oxazolidinones	ARILQDNHZGKJBK-UHFFFAOYSA-N	OC1=NCC(O1)C=2C=CC=CC2	530	True	True	False		False	False	null	null	99.9	null	null	null	null	10.28	pos_olalc_1	181.09734:13107 182.10069:1689 183.10405:3812		1598	707	1032	973	1213	1346	516	1370	1303	697	2374	1120	691	864	2040	908	556	520	978	1326	631	516	0	0	363	670	977	321	344	827	1265	253	1345	738	475	357	286	777	58717	58316	18791	21019	636	672	306	1008	402	164	553	490	813	3807.16902160645	11785.2492602539
942	6.085	181.12103	w/o MS2:C11H16O2; PlaSMA ID-503	[M+H]+	ion correlated with 1909; ion correlated with 198; ion correlated with 406; ion correlated with 378; ion correlated with 1389; ion correlated with 1102; similar chromatogram in higher mz_2245	0.078	False	7.11	181.1239	C11H16O2	Formula predicted			530	True	True	False		False	False	null	null	96	100	null	null	null	36.38	pos_olalc_1	181.12103:42848 182.12438:6232 183.12774:15503		13906	6871	13771	13523	6819	9726	17657	16051	6141	5938	9518	9771	18333	15236	14903	17970	9951	10115	6266	7189	13861	20054	38320	32983	24840	24794	18986	7453	23172	16828	5919	7459	3872	5916	17742	12587	16096	20292	234566	217729	133599	126526	10462	9334	8582	7142	17837	19966	18160	16941	18814	27068.3881070006	47078.0989497976
943	5.456	181.12233	w/o MS2:C11H16O2; PlaSMA ID-503	[M+H]+	ion correlated with 1131	0.039	False	7.11	181.1239	C11H16O2	Formula predicted			530	True	True	False		False	False	null	null	98.8	100	null	null	null	8.47	pos_olalc_2	181.12233:10243 182.12568:2190 183.12904:14622		9529	4049	9019	23742	7091	12241	11355	13272	8636	6199	14709	8960	3406	12350	10516	7089	6564	5763	4742	9361	17854	4851	42523	34467	27213	31481	19564	7633	4552	9332	11540	8819	4517	2956	5085	10578	13983	21984	83655	69071	39289	41382	7910	9732	10055	9736	15199	14316	11432	6797	12643	15661.6439472273	15808.495933249
944	6.569	181.12244	w/o MS2:C11H16O2; PlaSMA ID-503	[M+H]+		0.137	False	7.11	181.1239	C11H16O2	Formula predicted			530	True	True	False		False	False	null	null	98.9	100	null	null	null	9.24	pos_olalcW_1	181.12244:8736 182.12579:2447 183.12915:1197		6664	4467	20384	20287	3794	3526	26410	23801	2444	3525	21288	21618	25493	26146	30125	25999	3426	3742	34004	34319	3945	2705	33617	38400	47903	48142	35967	31428	36906	38922	4614	1536	3510	1317	26930	26710	25062	27875	28630	26261	47396	49339	4408	10969	8289	21008	27470	33653	27303	39576	43265	22441.5395148782	14767.204652748
945	4.455	181.12247	w/o MS2:C11H16O2; PlaSMA ID-503	[M+H]+	ion correlated with 3119; ion correlated with 1941	0.02	False	7.11	181.1239	C11H16O2	Formula predicted			530	True	True	False		False	False	null	null	99	100	null	null	null	4.62	pos_glyctriol_2	181.12247:3900 182.12582:1547 183.12918:530		1022	3553	2591	1356	2091	1939	3220	1705	1466	2290	3105	1770	3883	2417	2343	3002	1250	1196	3356	940	2779	936	27903	22429	10070	8150	1289	2798	2194	2091	855	2289	1677	743	3030	4283	1809	1025	13240	18956	5401	2145	2368	2576	1931	2954	1953	2132	2560	956	1797	3917.96460918352	5406.58787281792
946	7.418	181.12265	w/o MS2:C11H16O2; PlaSMA ID-503	[M+H]+		0.02	False	7.11	181.1239	C11H16O2	Formula predicted			530	True	True	False		False	False	null	null	99.2	100	null	null	null	3.9	pos_olalcW_2	181.12265:3708 182.126:1317 183.12936:513		21062	18488	23324	24423	17864	16034	22781	21316	14559	16218	19883	21580	21018	19368	20166	21912	17682	18210	18626	18592	14578	17509	23416	23884	27169	23013	20115	18494	20032	21480	16407	14833	14867	14026	24694	17961	20313	20787	24230	24783	20547	25599	22705	19951	19191	27041	21776	20027	19973	21847	25355	20386.4538334865	3290.06799897546
947	5.701	181.12274	w/o MS2:C11H16O2; PlaSMA ID-503	[M+H]+		0.039	False	7.11	181.1239	C11H16O2	Formula predicted			530	True	True	False		False	False	null	null	99.3	100	null	null	null	6.63	pos_glyctriol_1	181.12274:9046 182.12609:1927 183.12945:5172		7355	10785	8045	17226	7723	9217	14902	14297	3197	6641	11393	13313	15449	16170	15957	14372	16344	11066	13495	15028	9285	13343	102326	81248	29829	47349	6304	14794	16979	15239	2453	5046	18278	4221	12261	7030	14832	14316	77007	62042	28331	8374	11078	5478	7367	17269	18163	29021	25919	27407	25766	19614.3408394608	20136.2091686843
948	5.166	181.12285	w/o MS2:C11H16O2; PlaSMA ID-503	[M+H]+		0.078	False	7.11	181.1239	C11H16O2	Formula predicted			530	True	True	False		False	False	null	null	99.4	100	null	null	null	6.12	pos_olalc_1	181.12285:7577 182.1262:1596 183.12956:1945		4822	5571	3613	2400	3720	3293	4296	3865	5753	4310	4446	3193	3912	3899	5035	2617	3445	3332	3512	5716	2823	4994	25934	14731	9343	17869	3452	9670	5991	4506	5102	2708	2557	3137	2525	9071	4617	4064	45458	47721	42255	37829	3494	6078	3228	1853	7022	15539	12639	15114	10990	9079.6999463848	11161.5178697469
949	8.758	181.15889	Unknown	[M+H]+	ion correlated with 2156; ion correlated with 1555; ion correlated with 1209; ion correlated with 2635; ion correlated with 2208; ion correlated with 3897	0.059	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	5.35	pos_olalc_1	181.15889:5866 182.16224:761 183.1656:1066		2137	1892	1039	1548	1298	545	732	1631	3413	757	3041	853	791	1727	2143	4044	1757	525	1588	640	1725	1603	4521	3618	1711	2566	952	2928	1408	1175	1182	1798	1204	446	1511	754	2598	1569	36293	41586	25114	25428	2386	1172	2289	1964	1313	2012	1234	1263	2075	4107.87497726141	8534.89567146724
950	7.433	181.15912	Unknown	[M+H]+	ion correlated with 1208	0.039	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	16.04	pos_olalc_2	181.15912:14216 182.16247:2006 183.16583:0		10029	4338	11835	12370	10715	12209	13561	12122	14790	12250	15027	11899	12883	11515	10915	10590	9922	5011	10142	12086	1038	4344	24128	22685	9914	14425	11040	11618	11845	6219	3894	797	985	2732	16754	12044	12581	13911	101449	99642	15118	13384	531	14020	17588	3123	13617	13273	9098	9489	8440	14194.8178950291	18319.4677259596
951	7.105	181.15927	Unknown	[M+H]+	ion correlated with 2691; ion correlated with 50; ion correlated with 544; ion correlated with 2362; ion correlated with 340; ion correlated with 1098; ion correlated with 1977; ion correlated with 1207; ion correlated with 682; ion correlated with 1519; ion correlated with 1662; ion correlated with 854; ion correlated with 563; ion correlated with 362; ion correlated with 1140	0.059	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	6.44	pos_olalc_2	181.15927:8437 182.16262:1160 183.16598:0		1692	2132	3440	607	2582	1335	2318	2455	2299	1077	2026	3541	2314	4006	2287	659	1302	1665	2506	2377	2499	1426	4074	2388	633	3010	1434	1505	1793	2780	1784	1003	3042	3026	1510	2933	3465	1638	43637	44696	25115	24474	1770	1926	1733	749	1380	1368	3343	2555	1837	4649.87853764553	9245.23903136408
952	7.725	181.1597	Unknown	[M+H]+		0.02	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	3.44	pos_glyctriol_1	181.1597:3340 182.16305:680 183.16641:979		9344	8032	12957	12083	10521	10836	13350	12553	6244	14286	14686	14694	13348	13977	11951	12259	10341	10333	12154	13573	942	1083	20280	21504	16021	15768	11404	11239	10715	10356	2701	1760	1249	1863	16054	15326	11942	12507	20976	24674	8271	14294	1005	14245	15880	11884	13883	11994	11534	7116	8557	11461.7027192957	5283.03401907288
953	6.661	181.15985	Unknown	[M+H]+	ion correlated with 2575; ion correlated with 683; ion correlated with 1320; ion correlated with 2683; ion correlated with 954	0.804	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	17.02	pos_dcm_1	181.15985:21069 182.1632:2811 183.16656:0		71492	66727	40900	40700	83940	90600	31810	30004	106199	106207	90225	84821	41491	35040	35016	35410	102602	100378	81048	73114	2512	1621	33916	30352	25908	29907	46898	42152	35459	34499	1317	4326	941	1916	44038	47069	24467	25641	109167	112474	41963	44601	2513	97814	93390	47612	45514	34203	33195	28912	26177	48984.2692524031	32795.5666463248
954	6.668	181.1627	Unknown	[M+H]+	ion correlated with 2575; ion correlated with 683; ion correlated with 1320; ion correlated with 953; ion correlated with 2683	0.02	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	7.83	pos_undecW_2	181.1627:5012 182.16605:895 183.16941:0		74382	71765	41967	42699	92325	93776	31846	36021	109180	107497	90864	89149	42421	41808	40737	38918	109585	104544	81991	80631	2256	2818	35624	34022	26869	31442	47692	44952	40256	36838	3318	3174	9099	1608	45561	49597	26084	24784	105634	110246	42112	44601	3815	96906	96429	50378	46411	34592	38565	30858	27074	51288.6827416513	33016.1048184568
955	6.452	181.16975	Unknown	[M+H]+		0.098	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	12.77	pos_test injection	181.16975:4567 182.1731:1165 183.17646:0		31299	27887	28186	31188	28200	25323	27598	28231	25457	25276	24321	25088	27314	27093	26187	27074	22796	22762	19629	19770	35422	34884	29516	27145	26425	29740	27673	28789	25405	27244	24474	37051	28190	37497	26961	23535	25044	26007	29192	28256	22281	22164	24496	24675	27128	26307	19973	29482	31110	30406	28788	27175.2711397059	3854.25725876209
956	5.579	182.11812	w/o MS2:Homoveratrylamine	[M+H]+	ion correlated with 957	0.569	False	null	182.118	C10H15NO2			O(c1ccc(cc1OC)CCN)C	530	True	True	False		False	False	null	null	100	null	null	null	null	23.79	pos_olalcW_2	182.11812:10024 183.12147:0 184.12483:433		5210	7013	34922	35300	10475	12997	39045	38709	16060	16668	35724	39279	40453	38447	38388	33440	20175	17230	35195	39158	2784	2130	38787	35456	41095	42009	40703	41122	41435	41217	3049	5728	4526	2569	38894	42681	41958	41269	16412	15114	43555	49969	3909	35360	35146	38936	36306	45852	44468	43898	48552	29779.911032284	15231.9148331934
957	5.576	182.11963	w/o MS2:(S)-4-methyl-2-(1H-pyrrol-1-yl)pentanoic acid	[M+H]+	ion correlated with 956	0.098	False	4.67	182.12	C10H15NO2	Alpha amino acids and derivatives	CCIUIWFXXDCCOJ-VIFPVBQESA-N	O=C(O)C(N1C=CC=C1)CC(C)C	530	True	True	False		False	False	null	null	99.9	100	null	null	null	19.57	pos_hxW_1	182.11963:7991 183.12298:1389 184.12634:0		6759	5694	38138	35300	15363	12997	42431	38722	16120	20024	36409	41726	41525	39445	39486	35304	19204	18723	39948	39158	4884	3315	38787	36152	44685	43043	42234	46976	44432	41885	7063	3712	5082	2574	43371	41682	41958	40892	16856	15439	44703	50023	5438	38932	35365	41988	36313	48223	45626	45350	49922	31164.3056688496	15512.4657977459
